52,0.0566,-0.0356,-0.0654,-0.0649
53,0.0659,-0.0176,-0.0737,-0.0728
54,0.0801,-0.0063,-0.0591,-0.0703
55,0.1006,-0.0059,-0.0527,-0.0581
56,0.0942,-0.0068,-0.0396,-0.063
57,0.0962,-0.0151,-0.0327,-0.0552
58,0.1226,-0.0156,-4.05E-02,-0.0405
59,0.1235,-0.0156,-0.0298,-0.0381
60,0.1196,-0.0229,-0.0093,-0.0259
61,0.1167,-0.0269,-0.0078,-5.00E-04
62,0.105,-0.0244,-0.0112,-0.0024
63,0.084,-0.0229,-0.0127,-0.0029
64,0.0605,-0.0356,-0.0083,-0.0034
65,0.0503,-0.0527,0.0229,-0.0195
66,0.0376,-0.0586,0.0581,-0.0195
67,0.0386,-0.0815,0.0566,-0.0068
68,0.0288,-0.0825,0.0488,-0.0137
69,0.0244,-0.0645,0.042,-0.0195
70,-0.0103,-0.0605,0.0347,-0.0205
71,-0.0117,-0.0464,0.0264,-0.0244
72,0,-0.0469,0.0078,-0.0381
73,-0.0117,-0.0479,0.0044,-0.0552
74,-0.0356,-0.0342,-0.002,-0.0654
75,-5.08E-02,-0.0239,-0.002,-0.0703
76,-0.064,-0.022,-0.0112,-0.0674
77,-0.0654,-0.0186,-0.0249,-0.063
78,-0.0674,-0.0254,-0.0298,-0.0581
79,-0.0771,-0.0161,-0.0269,-0.0415
80,-0.084,0.0347,-0.0366,-0.0469
81,-0.0996,0.0503,-2.49E-02,-0.0444
82,-0.1035,0.0444,0.0015,-0.0278
83,-0.1006,0.0381,-0.0093,-0.0205
84,-0.0967,0.0288,1.81E-02,-0.0205
85,-0.0693,0.0215,0.0454,-0.0234
86,-0.0376,0.0034,0.061,-0.021
87,-0.0171,-0.0063,7.86E-02,-0.0044
88,-0.02,-0.0117,0.0938,0.0361
89,-0.0132,-0.0161,0.0898,0.0464
90,-0.0024,-0.0161,0.0991,0.0449
91,0.0137,-0.0313,0.1094,0.0371
92,0.0112,-0.0405,0.1113,0.0269
93,0.0083,-0.0396,0.1094,1.95E-02
94,0.0137,-0.0391,0.123,0.0083
95,0.0142,-0.0454,0.1226,0.0034
96,0.0142,-0.0205,0.1182,-0.0039
97,0.0146,-0.0156,0.1313,-0.0103
98,0.0205,-0.0156,0.1055,-0.0122
99,0.0239,0.0273,0.0605,-0.0288
100,0.0103,0.0435,0.0249,-0.0298
101,0.0093,0.0659,0.0088,-0.0298
102,0.0093,0.0845,0.0068,-0.0439
103,0.0015,0.0845,-5.00E-04,-0.0361
104,-0.0063,0.0869,-0.0049,-0.0073
105,-0.0146,0.0962,-0.002,-0.0122
106,-0.0361,0.1069,-0.002,-0.0132
107,-0.0483,0.104,-0.0098,0.02
108,-0.0557,0.1123,-0.0103,0.041
109,-0.0542,0.1201,-0.0107,0.062
110,-0.0542,0.1099,-0.0142,0.0728
111,-0.062,0.1182,-0.0366,0.0767
112,-0.063,0.1138,-0.0381,0.0815
113,-0.0615,0.0679,-0.0396,0.0933
114,-0.0566,0.0176,-0.0527,0.0981
115,-0.0557,0.0044,-0.062,0.0991
116,-0.0439,-0.0015,-0.0762,0.0996
117,-0.0425,-0.0054,-0.0791,0.1138
118,-0.042,-0.0112,-0.0542,0.106
119,-0.0405,-0.0156,-0.0386,0.1113
120,-0.0322,-0.0137,-0.0439,0.1196
121,-0.0327,-0.0176,-0.0171,0.0737
122,-0.0356,-0.0215,-0.0078,0.0283
123,-0.0298,-0.0225,-0.0034,0.0063
124,-0.0225,-0.0244,0.001,0.0073
125,-0.0303,-0.042,0.0068,0.0015
126,-0.0322,-0.0532,0.0034,-0.0059
127,-0.0259,-0.0479,-0.0127,-0.0122
128,-0.0103,-0.0601,0,-0.0137
129,0.0259,-0.0718,0.0156,-0.0151
130,0.0327,-0.0806,0.001,-0.0156
131,0.0244,-0.0938,-0.0122,-0.0176
132,0.0122,-0.0811,-0.0142,-0.0215
133,0.0068,-0.0552,-0.0469,-0.0278
134,0.0029,-0.0581,-0.0679,-0.0376
135,-0.0059,-0.0498,-0.0566,-0.04
136,0.002,-0.021,-0.0493,-0.0508
